204	1	turwepemt1  	8	360	16	dialog      	140	121	0       
204	2	turwepemt2  	8	360	16	dialog      	140	121	0       
204	3	fwepemt     	1	0	66	dialog      	140	121	0       
281	3	twepemt     	1	0	8	dialog      	140	121	0       
210	1	wepemt      	1	0	194	dialog      	140	121	0       
211	1	fwepemt     	1	0	1	dialog      	140	121	0       
211	2	bwepemt     	1	0	1	dialog      	140	121	0       
281	1	lwepemt1    	1	0	8	dialog      	140	121	0       
281	2	rwepemt1    	1	0	8	dialog      	140	121	0       
289	1	turwepemt1  	8	360	16	dialog      	140	121	0       
289	2	turwepemt2  	8	360	16	dialog      	140	121	0       
289	3	fwepemt     	1	0	66	dialog      	140	121	0       
214	1	twepemt     	1	0	66	dialog      	140	121	0       
214	2	lwepemt2    	1	0	66	dialog      	140	121	0       
214	3	rwepemt1    	1	0	66	dialog      	140	121	0       
212	1	lwepemt1    	1	0	8	dialog      	140	121	0       
212	2	rwepemt1    	1	0	8	dialog      	140	121	0       
285	1	wepemt      	1	0	194	dialog      	140	121	0       
286	1	fwepemt     	1	0	1	dialog      	140	121	0       
286	2	bwepemt     	1	0	1	dialog      	140	121	0       
221	1	turwepemt1  	8	360	48	dialog      	160	122	0       
221	2	turwepemt2  	8	360	48	dialog      	160	122	0       
388	1	mwepemt     	1	0	70	dialog      	140	121	0       
222	4	turwepemt4  	8	360	48	dialog      	160	122	0       
221	3	turwepemt3  	8	360	48	dialog      	160	122	0       
215	1	lwepemt2    	1	0	66	dialog      	140	121	0       
215	2	rwepemt2    	1	0	66	dialog      	140	121	0       
288	1	twepemt     	1	0	70	dialog      	140	121	0       
288	2	lwepemt2    	1	0	66	dialog      	140	121	0       
288	3	rwepemt1    	1	0	66	dialog      	140	121	0       
222	1	turwepemt1  	8	360	48	dialog      	160	122	0       
222	2	turwepemt2  	8	360	48	dialog      	160	122	0       
222	3	turwepemt3  	8	360	48	dialog      	160	122	0       
221	4	rwepemt1    	1	0	16	dialog      	160	122	0       
222	5	wepemt      	1	0	304	dialog      	160	122	0       
304	1	turwepemt1  	8	360	16	dialog      	140	121	0       
304	2	turwepemt2  	8	360	16	dialog      	140	121	0       
304	3	lwepemt     	1	0	66	dialog      	140	121	0       
310	1	wepemt      	1	0	194	dialog      	140	121	0       
311	1	lwepemt     	1	0	1	dialog      	140	121	0       
311	2	rwepemt     	1	0	1	dialog      	140	121	0       
312	1	lwepemt     	1	0	8	dialog      	140	121	0       
312	2	rwepemt     	1	0	8	dialog      	140	121	0       
314	1	lwepemt     	1	0	66	dialog      	140	121	0       
314	2	rwepemt     	1	0	66	dialog      	140	121	0       
314	3	mwepemt     	1	0	66	dialog      	140	121	0       
315	1	lwepemt     	1	0	66	dialog      	140	121	0       
315	2	rwepemt     	1	0	66	dialog      	140	121	0       
321	1	turwepemt1  	8	360	48	dialog      	160	122	0       
321	2	turwepemt2  	8	360	48	dialog      	160	122	0       
321	3	lwepemt     	8	360	48	dialog      	160	122	0       
321	5	missemt     	1	0	304	dialog      	160	122	0       
322	1	turwepemt1  	8	360	48	dialog      	160	122	0       
322	2	turwepemt2  	8	360	48	dialog      	160	122	0       
322	3	turwepemt3  	8	360	48	dialog      	160	122	0       
322	4	turwepemt4  	8	360	48	dialog      	160	122	0       
322	5	wepemt      	1	0	16	dialog      	160	122	0       
381	1	lwepemt     	1	0	8	dialog      	140	121	0       
381	2	rwepemt     	1	0	8	dialog      	140	121	0       
381	3	missemt     	1	0	8	dialog      	140	121	0       
385	1	wepemt      	1	0	194	dialog      	140	121	0       
386	1	lwepemt     	1	0	1	dialog      	140	121	0       
386	2	rwepemt     	1	0	1	dialog      	140	121	0       
389	1	turwepemt1  	8	360	16	dialog      	140	121	0       
389	2	turwepemt2  	8	360	16	dialog      	140	121	0       
389	3	lwepemt     	1	0	66	dialog      	140	121	0       
404	1	turwepemt1  	8	360	16	dialog      	140	121	0       
404	2	turwepemt2  	8	360	16	dialog      	140	121	0       
404	3	lwepemt     	1	0	66	dialog      	140	121	0       
410	1	wepemt      	1	0	194	dialog      	140	121	0       
411	1	lwepemt1    	1	0	1	dialog      	140	121	0       
411	2	rwepemt1    	1	0	1	dialog      	140	121	0       
412	1	wepemt2     	1	0	8	dialog      	140	121	0       
412	2	wepemt1     	1	0	8	dialog      	140	121	0       
414	1	twepemt     	1	0	66	dialog      	140	121	0       
414	2	lwepemt     	1	0	66	dialog      	140	121	0       
414	3	rwepemt     	1	0	66	dialog      	140	121	0       
415	1	wepemt2     	1	0	8	dialog      	140	121	0       
415	2	wepemt1     	1	0	8	dialog      	140	121	0       
421	1	turwepemt1  	8	360	48	dialog      	160	122	0       
421	2	turwepemt2  	8	360	48	dialog      	160	122	0       
421	3	turwepemt3  	8	360	48	dialog      	160	122	0       
421	4	wepemt      	1	0	16	dialog      	160	122	0       
491	1	turwepemt1  	8	360	48	dialog      	160	122	0       
491	2	turwepemt2  	8	360	48	dialog      	160	122	0       
491	3	turwepemt3  	8	360	48	dialog      	160	122	0       
491	4	turwepemt4  	8	360	48	dialog      	160	122	0       
491	5	wepemt      	1	0	304	dialog      	160	122	0       
481	1	fwepemt     	1	0	8	dialog      	140	121	0       
481	2	wepemt1     	1	0	8	dialog      	140	121	0       
481	3	wepemt2     	1	0	8	dialog      	140	121	0       
485	1	wepemt      	1	0	194	dialog      	140	121	0       
486	1	lwepemt1    	1	0	1	dialog      	140	121	0       
486	2	rwepemt1    	1	0	1	dialog      	140	121	0       
489	1	turwepemt2  	8	360	16	dialog      	140	121	0       
489	2	turwepemt1  	8	360	16	dialog      	140	121	0       
489	3	lwepemt     	1	0	66	dialog      	140	121	0       
490	1	turwepemt1  	8	360	48	dialog      	140	121	0       
490	2	turwepemt2  	8	360	48	dialog      	140	121	0       
490	3	lwepemt     	1	0	66	dialog      	140	121	0       
492	1	wepemt      	1	0	66	dialog      	140	121	0       
388	2	lwepemt     	1	0	66	dialog      	140	121	0       
