32	2000	10.0	16	            	fx95        	500	0	1000	0	0	0.0	0	1	0	0	0	0	0	0	0.0	0.0	0.1	missle      	-1
34	750	4.5999999	1	            	f26         	1000	0	200	0	0	220.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
35	850	5.1999998	1	            	f27         	1000	0	200	0	0	220.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
36	850	6.5	1	            	f18         	1000	0	200	0	0	220.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
37	600	3.5	4	            	f06         	1500	0	200	0	0	220.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
38	700	3.75	4	            	f16         	1500	0	200	0	0	220.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
39	1000	3.2	2	            	f22         	600	0	200	0	0	220.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
40	1000	4.0	2	            	f23         	600	0	200	0	0	220.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
41	1100	5.0	2	            	f24         	600	0	200	0	0	220.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
42	500	1.6	3	            	f28         	1250	0	200	0	0	300.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
43	500	2.0	3	            	f19         	1250	0	200	0	0	300.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
44	500	2.5	3	            	f20         	1250	0	200	0	0	300.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
45	1200	9.0	13	            	fx90        	500	0	200	10	0	270.0	0	0	0	0	0	0	0	0	9.0	10.0	0.0	missle      	-1
46	1200	11.25	13	            	fx90        	500	0	200	10	0	270.0	0	0	0	0	0	0	0	0	11.25	10.0	0.0	missle      	-1
48	750	3.5	7	            	f03         	1250	0	200	0	0	220.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
49	800	4.0	5	            	f17         	500	0	200	0	0	220.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
50	800	5.0	5	            	f17         	500	0	200	0	0	220.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
51	800	6.25	5	            	f17         	500	0	200	0	0	220.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
52	1500	9.79	11	            	f22         	1000	0	200	0	0	220.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
53	1500	12.39	11	            	f23         	1000	0	200	0	0	220.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
54	1500	15.49	11	            	f24         	1000	0	200	0	0	220.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
55	2000	15.0	11	            	f07         	1000	0	200	10	0	220.0	0	0	0	0	0	0	0	0	15.0	10.0	0.0	missle      	-1
56	2000	18.75	11	            	f09         	1000	0	150	10	0	220.0	0	0	0	0	0	0	0	0	18.75	10.0	0.0	missle      	-1
57	2000	23.4375	11	            	f09         	1000	0	200	10	0	220.0	0	0	0	0	0	0	0	0	23.4375	10.0	0.0	missle      	-1
58	1000	-22.5	10	            	f44         	400	0	100	0	0	220.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
59	1000	-30.0	10	            	f44         	400	0	100	0	0	220.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
67	2000	10.0	15	            	f17         	800	0	200	15	0	220.0	1	0	0	0	0	0	0	0	10.0	10.0	0.0	missle      	-1
200	1000	6.0	17	            	f17         	800	0	200	15	0	220.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
201	1000	10.0	17	            	f17         	800	0	200	15	0	220.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
202	2200	17.5	17	            	f17         	450	0	200	15	0	220.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
1003	2000	0.0	18	            	f17         	2500	0	200	15	0	220.0	0	0	0	0	0	0	0	0	20.0	25.0	0.0	missle      	-1
203	2200	35.0	17	            	f17         	700	0	200	15	0	220.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
204	1200	5.1999998	4	            	f17         	600	0	200	15	0	220.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
205	1000	5.1999998	3	            	f17         	600	0	200	15	0	220.0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	missle      	-1
1004	2000	0.0	18	            	f17         	2500	0	200	15	0	220.0	0	0	0	0	0	0	0	0	25.0	25.0	0.0	missle      	-1
1005	2000	0.0	18	            	f17         	2750	0	200	15	0	220.0	0	0	0	0	0	0	0	0	27.5	30.0	0.0	missle      	-1
