101	1010	1010	8277.4404	0	1013	202	bgrnd03     		meteoricon  	41069.699	20.265699	-3377.76	-3225.23	529.83197										0.144308	A1010                   
103	1031	10336	10434.5	1	1332	266	bgrnd56     		heliumrock  	71026.203	26.6507	2616.5	391.20001	-78.646202										0.132282	He0136                  
101	1010	1011	8853.9404	1	806	161	bgrnd56     		heliumrock  	26038.699	16.136499	-2345.1299	-3977.3201	-696.03601										0.126487	He1011                  
101	1010	1012	1806.91	0	1035	207	bgrnd03     		meteoricon  	42872.801	20.7057	904.35498	-4710.6201	-778.49701										0.148415	A1012                   
101	1010	1013	9934.5996	0	938	187	bgrnd03     		meteoricon  	35225.398	18.7684	2961.6101	-3679.1001	-497.84799										0.206053	A1013                   
101	1010	1014	2014.74	1	1476	295	bgrnd56     		heliumrock  	87226.5	29.5341	3349.9299	-3432.1399	561.815										0.197282	He1014                  
101	1010	1015	4282.5698	0	1632	326	bgrnd03     		meteoricon  	106583.0	32.646999	-4428.0801	-2505.48	981.323										0.116352	A1015                   
101	1010	1016	6421.0	0	1737	347	bgrnd03     		meteoricon  	120759.0	34.750401	-2902.77	-1880.34	-375.53										0.17336801	A1016                   
101	1010	1017	1451.98	0	1311	262	bgrnd03     		meteoricon  	68821.602	26.2339	741.14203	-1810.39	442.24399										0.204849	A1017                   
101	1010	1018	7867.5801	0	995	199	bgrnd03     		meteoricon  	39625.5	19.9062	1029.66	-1596.51	-917.59998										0.109343	A1018                   
101	1010	1019	1587.48	0	831	166	bgrnd03     		meteoricon  	27668.9	16.634001	3921.6599	-2194.5601	-708.06										0.175817	A1019                   
101	1010	10110	9787.7998	0	1419	283	bgrnd03     		meteoricon  	80649.398	28.3988	-4018.1599	107.15	-328.53201										0.24333	A0110                   
101	1010	10111	6968.8101	0	1326	265	bgrnd03     		meteoricon  	70390.0	26.531099	-2201.8799	-492.90399	254.494										0.114942	A0111                   
101	1010	10112	4135.1699	1	784	156	bgrnd56     		heliumrock  	24595.699	15.683	-588.672	-156.16299	-29.572399										0.206726	He0112                  
101	1010	10113	7675.3101	0	1238	247	bgrnd03     		meteoricon  	61374.398	24.773899	2160.9199	783.56299	-842.76898										0.161393	A0113                   
101	1010	10114	1582.29	0	1592	318	bgrnd03     		meteoricon  	101469.0	31.8542	4271.77	305.82999	419.17499										0.102293	A0114                   
101	1010	10115	3511.98	0	1347	269	bgrnd03     		meteoricon  	72616.203	26.947399	-3162.6001	2396.5901	857.41803										0.222607	A0115                   
101	1010	10116	4551.7402	0	1033	206	bgrnd03     		meteoricon  	42696.0	20.663	-2750.6599	2639.8201	929.50201										0.14839201	A0116                   
101	1010	10117	1301.52	0	1363	272	bgrnd03     		meteoricon  	74400.102	27.2764	-285.379	1117.4399	619.31201										0.188667	A0117                   
101	1010	10118	4442.79	0	1530	306	bgrnd03     		meteoricon  	93650.0	30.602301	1043.21	1257.88	-480.69699										0.149994	A0118                   
101	1010	10119	5345.5298	0	1147	229	bgrnd03     		meteoricon  	52693.0	22.955	4674.3101	1289.62	-677.47998										0.134242	A0119                   
101	1010	10120	6317.2402	0	1085	217	bgrnd03     		meteoricon  	47160.699	21.716499	-3765.28	4686.6401	370.40302										0.176962	A0120                   
101	1010	10121	5512.4702	0	945	189	bgrnd03     		meteoricon  	35770.5	18.913099	-1737.9399	4249.1802	913.81598										0.140532	A0121                   
101	1010	10122	8535.3301	1	1536	307	bgrnd56     		heliumrock  	94394.898	30.7237	-253.334	4214.21	-178.32001										0.103648	He0122                  
101	1010	10123	8296.3701	0	1380	276	bgrnd03     		meteoricon  	76239.297	27.6115	1390.03	4211.2202	-230.567										0.121104	A0123                   
101	1010	10124	2678.8201	0	971	194	bgrnd03     		meteoricon  	37738.5	19.426399	4195.3501	4171.1201	-280.19										0.110492	A0124                   
103	1030	1030	8277.4404	0	1013	202	bgrnd03     		meteoricon  	41069.699	20.265699	-3377.76	-3225.23	529.83197										0.144308	A1010                   
103	1030	1031	8853.9404	1	806	161	bgrnd56     		heliumrock  	26038.699	16.136499	-2345.1299	-3977.3201	-696.03601										0.126487	He1011                  
103	1030	1032	1806.91	0	1035	207	bgrnd03     		meteoricon  	42872.801	20.7057	904.35498	-4710.6201	-778.49701										0.148415	A1012                   
103	1030	1033	9934.5996	0	938	187	bgrnd03     		meteoricon  	35225.398	18.7684	2961.6101	-3679.1001	-497.84799										0.206053	A1013                   
103	1030	1034	2014.74	1	1476	295	bgrnd56     		heliumrock  	87226.5	29.5341	3349.9299	-3432.1399	561.815										0.197282	He1014                  
103	1030	1035	4282.5698	0	1632	326	bgrnd03     		meteoricon  	106583.0	32.646999	-4428.0801	-2505.48	981.323										0.116352	A1015                   
103	1030	1036	6421.0	0	1737	347	bgrnd03     		meteoricon  	120759.0	34.750401	-2902.77	-1880.34	-375.53										0.17336801	A1016                   
103	1030	1037	1451.98	0	1311	262	bgrnd03     		meteoricon  	68821.602	26.2339	741.14203	-1810.39	442.24399										0.204849	A1017                   
103	1030	1038	7867.5801	0	995	199	bgrnd03     		meteoricon  	39625.5	19.9062	1029.66	-1596.51	-917.59998										0.109343	A1018                   
103	1030	1039	1587.48	0	831	166	bgrnd03     		meteoricon  	27668.9	16.634001	3921.6599	-2194.5601	-708.06										0.175817	A1019                   
103	1030	10310	9787.7998	0	1419	283	bgrnd03     		meteoricon  	80649.398	28.3988	-4018.1599	107.15	-328.53201										0.24333	A0110                   
103	1030	10311	6968.8101	0	1326	265	bgrnd03     		meteoricon  	70390.0	26.531099	-2201.8799	-492.90399	254.494										0.114942	A0111                   
103	1030	10312	4135.1699	1	784	156	bgrnd56     		heliumrock  	24595.699	15.683	-588.672	-156.16299	-29.572399										0.206726	He0112                  
103	1030	10313	7675.3101	0	1238	247	bgrnd03     		meteoricon  	61374.398	24.773899	2160.9199	783.56299	-842.76898										0.161393	A0113                   
103	1030	10314	1582.29	0	1592	318	bgrnd03     		meteoricon  	101469.0	31.8542	4271.77	305.82999	419.17499										0.102293	A0114                   
103	1030	10315	3511.98	0	1347	269	bgrnd03     		meteoricon  	72616.203	26.947399	-3162.6001	2396.5901	857.41803										0.222607	A0115                   
103	1030	10316	4551.7402	0	1033	206	bgrnd03     		meteoricon  	42696.0	20.663	-2750.6599	2639.8201	929.50201										0.14839201	A0116                   
103	1030	10317	1301.52	0	1363	272	bgrnd03     		meteoricon  	74400.102	27.2764	-285.379	1117.4399	619.31201										0.188667	A0117                   
103	1030	10318	4442.79	0	1530	306	bgrnd03     		meteoricon  	93650.0	30.602301	1043.21	1257.88	-480.69699										0.149994	A0118                   
103	1030	10319	5345.5298	0	1147	229	bgrnd03     		meteoricon  	52693.0	22.955	4674.3101	1289.62	-677.47998										0.134242	A0119                   
103	1030	10320	6317.2402	0	1085	217	bgrnd03     		meteoricon  	47160.699	21.716499	-3765.28	4686.6401	370.40302										0.176962	A0120                   
103	1030	10321	5512.4702	0	945	189	bgrnd03     		meteoricon  	35770.5	18.913099	-1737.9399	4249.1802	913.81598										0.140532	A0121                   
