11	0	acs41       	Proximity Mine 1        	Dense, short lifespan, small payload anti-fighter minefield.                                                                                                                                            	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	0.0	3.0	2.0	15.0	15.0	25	            	fxmine      	3.0	20.0	0	0	0	0	part        	minefield   	1	11	0	0	2	0
21	0	acs40       	Countermeasures 1       	An anti-missile decoy system for smaller craft.                                                                                                                                                         	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	0.0	0.25	3.0	2.0	100.0	35	            	fxmine      	5.0	90.0	0	0	0	0	part        	missle      	1	11	0	0	1	0
22	0	utl23       	EWS Probe 1             	Detect enemy Insurgence. Small vision, high signature.                                                                                                                                                  	ResearchedProbe1                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	0.0	1.0	2.0	3600.0	30.0	25	utl23       	            	6.0	90.0	0	0	0	0	part        	probe       	1	11	0	0	2	0
50	0	acs40       	Hvy Countermeasure 1    	An anti-missile decoy system for capital ships.                                                                                                                                                         	HasShipyard1 ResearchedCapChaff1                                                                                                                                                                                                                                	ResearchedCapChaff1                                                                                                                                                                                                                                             	0.0	0.25	3.0	2.0	100.0	35	            	fxmine      	5.0	90.0	0	0	0	0	part        	missle      	2	11	0	0	1	0
26	0	acs40       	Countermeasures 3       	An anti-missile decoy system for smaller craft.                                                                                                                                                         	ResearchedChaff3                                                                                                                                                                                                                                                	ResearchedChaff3                                                                                                                                                                                                                                                	0.0	0.25	3.0	2.0	100.0	35	            	fxmine      	5.0	90.0	0	0	0	0	part        	missle      	1	11	0	0	1	0
27	0	acs40       	Countermeasures 2       	An anti-missile decoy system for smaller craft.                                                                                                                                                         	ResearchedChaff2                                                                                                                                                                                                                                                	ResearchedChaff2                                                                                                                                                                                                                                                	0.0	0.25	3.0	2.0	100.0	35	            	fxmine      	5.0	90.0	0	0	0	0	part        	missle      	1	11	0	0	1	0
31	0	utl01b      	Drone AC                	Static auto turret defense system.                                                                                                                                                                      	IsCivCrimsonWing                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	0.0	1.0	5.0	1200.0	75.0	200	utl01b      	            	6.0	90.0	0	0	0	0	part        	turretdrone 	16	11	0	0	10	192
32	0	mis05       	SRM Dumbfire 1          	Short range, large warhead, basic tracking missile.                                                                                                                                                     	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	25.0	1.0	2.0	4.0	100.0	20	mis05       	            	2.0	50.0	0	0	0	0	part        	missle      	128	11	0	0	5	0
33	0	mis05       	SRM Dumbfire 2          	Short range, large warhead, basic tracking missile.                                                                                                                                                     	ResearchedMissileDumb2 CopyOrdnance                                                                                                                                                                                                                             	ResearchedMissileDumb2                                                                                                                                                                                                                                          	25.0	1.0	2.0	4.5	100.0	20	mis05       	            	2.0	50.0	0	0	0	0	part        	missle      	128	11	0	0	5	0
34	0	mis05       	SRM Dumbfire 3          	Short range, large warhead, basic tracking missile.                                                                                                                                                     	ResearchedMissileDumb3 CopyOrdnance                                                                                                                                                                                                                             	ResearchedMissileDumb3                                                                                                                                                                                                                                          	25.0	1.0	2.0	4.5	100.0	20	mis05       	            	2.0	50.0	0	0	0	0	part        	missle      	128	11	0	0	5	0
35	0	mis06       	MRM Seeker Missile 1    	A medium range combat missile, good tracking, small warhead.                                                                                                                                            	ResearchedMissileTracking1                                                                                                                                                                                                                                      	ResearchedMissileTracking1                                                                                                                                                                                                                                      	50.0	1.0	2.0	6.0	100.0	20	mis06       	            	3.0	50.0	0	0	0	0	part        	missle      	1	11	0	0	5	0
36	0	mis06       	MRM Seeker Missile 2    	A medium range combat missile, good tracking, small warhead.                                                                                                                                            	ResearchedMissileTracking2                                                                                                                                                                                                                                      	ResearchedMissileTracking2                                                                                                                                                                                                                                      	50.0	1.0	2.0	6.0	100.0	20	mis06       	            	3.0	50.0	0	0	0	0	part        	missle      	1	11	0	0	5	0
37	0	mis07       	LRM Hunter Missile 1    	A long range combat missile with good tracking, small warhead.                                                                                                                                          	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	100.0	2.0	3.0	9.0	100.0	20	mis07       	            	3.0	25.0	0	0	0	0	part        	missle      	2	11	0	0	10	0
39	0	mis11       	SRM Anti-Base 1         	Short range anti-base missile, small warhead.                                                                                                                                                           	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	100.0	3.0	4.0	5.0	100.0	1	mis11       	            	4.0	0.0	0	0	0	0	part        	missle      	4	11	0	0	15	0
40	0	mis11       	SRM Anti-Base 2         	Short range anti-base missile, small warhead.                                                                                                                                                           	ResearchedMissileBomberAntiBase2 CopyOrdnance                                                                                                                                                                                                                   	ResearchedMissileBomberAntiBase2                                                                                                                                                                                                                                	100.0	3.0	4.0	5.0	100.0	1	mis11       	            	4.0	0.0	0	0	0	0	part        	missle      	4	11	0	0	15	0
41	0	mis07       	LRM Hunter Missile 2    	A long range combat missile, good tracking, small warhead.                                                                                                                                              	ResearchedMissileMedium2 CopyElectronics                                                                                                                                                                                                                        	ResearchedMissileMedium2                                                                                                                                                                                                                                        	100.0	2.0	3.0	9.0	100.0	20	mis07       	            	3.0	25.0	0	0	0	0	part        	missle      	2	11	0	0	10	0
42	0	mis13       	SRM Tactical Nuke 1     	Short range anti-base missile, massive warhead, basic tracking.                                                                                                                                         	ResearchedMissileCapAntiBase1 HasShipyard1                                                                                                                                                                                                                      	ResearchedMissileCapAntiBase1                                                                                                                                                                                                                                   	100.0	4.0	4.0	12.0	100.0	1	mis13       	            	6.0	0.0	0	0	0	0	part        	missle      	8	11	0	0	40	0
43	0	mis13       	SRM Tactical Nuke 2     	Short range anti-base missile, massive warhead, basic tracking.                                                                                                                                         	ResearchedMissileCapAntiBase2 HasShipyard1                                                                                                                                                                                                                      	ResearchedMissileCapAntiBase2                                                                                                                                                                                                                                   	100.0	4.0	4.0	14.0	100.0	1	mis13       	            	6.0	0.0	0	0	0	0	part        	missle      	8	11	0	0	40	0
44	0	mis14       	MRM Seismic Missile     	Medium range anti-asteroid missile.                                                                                                                                                                     	ResearchedMissileCapAntiRock1 HasShipyard1                                                                                                                                                                                                                      	ResearchedMissileCapAntiRock1                                                                                                                                                                                                                                   	100.0	4.0	4.0	15.0	100.0	1	mis14       	            	6.0	0.0	0	0	0	0	part        	missle      	16	11	0	0	20	0
45	0	mis08       	XRM Hunter Killer 1     	A long range anti-fighter missile, good tracking and payload.                                                                                                                                           	HasShipyard1                                                                                                                                                                                                                                                    	                                                                                                                                                                                                                                                                	100.0	4.0	4.0	15.0	100.0	20	mis08       	            	6.0	0.0	0	0	0	0	part        	missle      	16	11	0	0	30	0
46	0	mis08       	XRM Hunter Killer 2     	A long range anti-fighter missile, good tracking and payload.                                                                                                                                           	ResearchedMissileCapAntiFighter2 HasShipyard1                                                                                                                                                                                                                   	ResearchedMissileCapAntiFighter2                                                                                                                                                                                                                                	100.0	4.0	3.0	15.0	100.0	20	mis08       	            	6.0	0.0	0	0	0	0	part        	missle      	16	11	0	0	30	0
53	0	acs40       	Hvy Countermeasure 2    	An anti-missile decoy system for capital ships.                                                                                                                                                         	ResearchedCapChaff2 HasShipyard1                                                                                                                                                                                                                                	ResearchedCapChaff2                                                                                                                                                                                                                                             	0.0	0.25	3.0	2.0	100.0	35	            	fxmine      	5.0	90.0	0	0	0	0	part        	missle      	2	11	0	0	1	0
54	0	acs40       	Hvy Countermeasure 3    	An anti-missile decoy system for capital ships.                                                                                                                                                         	ResearchedCapChaff3 HasShipyard1                                                                                                                                                                                                                                	ResearchedCapChaff3                                                                                                                                                                                                                                             	0.0	0.25	3.0	2.0	100.0	35	            	fxmine      	5.0	90.0	0	0	0	0	part        	missle      	2	11	0	0	1	0
