32	100.0	35.0	25.0	0.25	0.0	0.25	5.0000001E-2	0.0	100.0	4	0.0	0.0	0	0.0	0.0	3.0	500	540
33	100.0	40.0	25.0	0.25	0.0	0.25	5.0000001E-2	0.0	125.0	4	0.0	0.0	0	0.0	0.0	3.0	500	540
34	100.0	45.0	25.0	0.25	0.0	0.25	5.0000001E-2	0.0	150.0	4	0.0	0.0	0	0.0	0.0	3.0	500	540
35	60.0	55.0	25.0	0.25	2.0	0.25	5.0000001E-2	10.0	60.0	4	0.0	0.0	0	0.0	0.75	1.0	500	540
36	60.0	65.0	25.0	0.25	1.5	0.25	5.0000001E-2	10.0	60.0	4	0.0	0.0	0	0.0	1.0	1.25	500	540
37	30.0	70.0	50.0	0.25	1.0	0.25	5.0000001E-2	15.0	120.0	4	0.0	0.0	0	0.0	0.75	1.5	500	540
7	60.0	75.0	25.0	0.25	1.0	0.25	5.0000001E-2	15.0	75.0	4	0.0	0.0	0	0.0	1.0	1.5	500	540
39	60.0	10.0	50.0	0.25	0.0	0.25	5.0000001E-2	0.0	400.0	8	0.0	0.0	0	0.0	0.0	1.0	500	540
40	60.0	10.0	50.0	0.25	0.0	0.25	5.0000001E-2	0.0	500.0	8	0.0	0.0	0	0.0	0.0	1.0	500	540
41	35.0	80.0	50.0	0.25	2.0	0.25	5.0000001E-2	20.0	120.0	4	0.0	0.0	0	0.0	1.0	1.5	500	540
42	10.0	10.0	50.0	0.25	0.0	0.25	5.0000001E-2	0.0	800.0	8	0.0	0.0	0	0.0	0.0	1.0	500	540
43	10.0	10.0	50.0	0.25	0.0	0.25	5.0000001E-2	0.0	1000.0	8	0.0	0.0	0	0.0	0.0	1.0	500	540
44	10.0	10.0	50.0	0.25	0.0	0.25	5.0000001E-2	0.0	500.0	9	0.0	0.0	0	0.0	0.0	1.0	500	540
45	40.0	70.0	50.0	0.25	2.0	0.25	5.0000001E-2	15.0	400.0	4	0.0	0.0	0	0.0	1.0	2.0	500	540
46	40.0	80.0	50.0	0.25	2.0	0.25	5.0000001E-2	15.0	500.0	4	0.0	0.0	0	0.0	1.0	2.0	500	540
3	7.0	10.0	5.0	0.25	0.0	0.25	0.1	0.0	400.0	8	0.0	0.0	0	0.0	0.0	4.0	500	540
4	7.0	10.0	5.0	0.25	0.0	0.25	0.1	0.0	500.0	8	0.0	0.0	0	0.0	0.0	4.0	500	540
8	60.0	10.0	50.0	0.25	0.0	0.25	5.0000001E-2	0.0	7000.0	12	0.0	0.0	0	0.0	0.0	1.0	500	540
18	10.0	10.0	50.0	0.25	0.0	0.25	5.0000001E-2	0.0	200.0	9	0.0	0.0	0	0.0	0.0	1.0	500	540
20	50.0	35.0	25.0	0.25	0.0	0.25	5.0000001E-2	0.0	120.0	3	0.0	0.0	0	0.0	0.0	3.0	500	540
23	60.0	35.0	25.0	0.25	0.0	0.25	5.0000001E-2	0.0	150.0	3	0.0	0.0	0	0.0	0.0	4.5	500	540
24	40.0	90.0	50.0	0.25	2.0	0.25	5.0000001E-2	25.0	144.0	4	0.0	0.0	0	0.0	1.0	2.0	500	540
25	40.0	90.0	50.0	0.25	1.5	0.25	5.0000001E-2	15.0	600.0	4	0.0	0.0	0	0.0	1.0	2.0	500	540
28	2.0	5.0	5.0	0.25	0.0	0.25	0.1	0.0	500.0	12	0.0	0.0	0	0.0	0.0	99.0	500	540
5	30.0	10.0	20.0	0.25	0.0	0.25	5.0000001E-2	0.0	5000.0	7	0.0	1000.0	0	0.0	0.0	99.0	500	540
95	50.0	35.0	75.0	0.25	0.0	0.25	0.5	0.0	80.0	3	0.0	0.0	0	0.0	0.0	3.0	500	540
96	60.0	35.0	75.0	0.25	0.0	0.25	0.5	0.0	100.0	3	0.0	0.0	0	0.0	0.0	4.5	500	540
601	60.0	10.0	50.0	0.25	0.0	0.25	5.0000001E-2	0.0	500.0	8	0.0	0.0	0	0.0	0.0	1.0	500	540
