101	1010	Base                    	0	1010	1500.0	-250.0	-200.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	115
103	1030	Base                    	0	1030	1500.0	-250.0	-200.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	110
103	1031	Enemy Base              	1	1032	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	210
105	1050	Base                    	0	1050	1500.0	-250.0	-200.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	110
105	1051	Enemy Base              	1	1052	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	210
105	1052	Expansion Complex       	0	1051	4382.3101	-1039.16	68.2089	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	112
5	1100	Garrison                	0	1100	4382.3101	-1039.16	68.2089	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	115
5	1101	Garrison                	1	1100	-4382.3101	-1039.16	68.2089	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	115
6	1102	Garrison                	0	1101	-4382.3101	-1039.16	68.2089	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	115
6	1103	Garrison                	1	1101	4382.3101	-1039.16	68.2089	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	115
6	1104	Garrison                	2	1101	4382.3101	-4039.1599	68.2089	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	115
6	1105	Garrison                	3	1101	-4382.3101	-4039.1599	68.2089	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	115
6	1106	Garrison                	3	1101	0.0	0.0	68.2089	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	115
